model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag
gemma3:12b,vlm,gangnam__65__crop_001,gangnam,빽다방,amenity=cafe,빽다방,amenity=cafe
gemma3:12b,vlm,gangnam__66__crop_002,gangnam,으뜸 공인중개사,office=estate_agent,은동공안조개사,office=company
gemma3:12b,vlm,gangnam__67__crop_001,gangnam,한강 오토바이,shop=motorcycle,한강 오토바이,shop=motorcycle
gemma3:12b,vlm,gangnam__67__crop_002,gangnam,천재 공인중개사,office=estate_agent,전국공인중개사 사무소,office=estate_agent
gemma3:12b,vlm,gangnam__68__crop_001,gangnam,by LYNN,shop=clothes,by LYNN,unknown
gemma3:12b,vlm,gangnam__69__crop_001,gangnam,미래향,amenity=restaurant,미래향,unknown
gemma3:12b,vlm,gangnam__6__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe
gemma3:12b,vlm,gangnam__70__crop_001,gangnam,병천순대,amenity=restaurant,병천손대,restaurant
gemma3:12b,vlm,gangnam__70__crop_002,gangnam,라라감자탕,amenity=restaurant,아라강짜탕,restaurant
gemma3:12b,vlm,gangnam__70__crop_003,gangnam,민속주점,amenity=bar,민속공예품,unknown
gemma3:12b,vlm,gangnam__71__crop_001,gangnam,금초한의원,amenity=clinic,금조한의원,amenity=clinic
gemma3:12b,vlm,gangnam__71__crop_002,gangnam,맥주창고,amenity=bar,백두창고,unknown
gemma3:12b,vlm,gangnam__71__crop_003,gangnam,박지향 Book Cafe,amenity=book_cafe,박지향 Book Cafe,amenity=book_cafe
gemma3:12b,vlm,gangnam__71__crop_004,gangnam,강남김밥,amenity=restaurant,강남 김밥,amenity=restaurant
gemma3:12b,vlm,gangnam__72__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience
gemma3:12b,vlm,gangnam__73__crop_001,gangnam,정재용헤어,shop=hairdresser,정재훈헤어,shop=hairdresser
gemma3:12b,vlm,gangnam__73__crop_002,gangnam,by JUNG JAE YONG,shop=hairdresser,HAIR SALON by JUNG JAE YONG,shop=hairdresser
gemma3:12b,vlm,gangnam__74__crop_001,gangnam,밥타임,amenity=restaurant,배츄읜,restaurant
gemma3:12b,vlm,gangnam__74__crop_002,gangnam,MARIAN,shop=bakery,MARIAN,unknown
gemma3:12b,vlm,gangnam__75__crop_001,gangnam,함 박 웃 음,amenity=restaurant,함.박.웃.음 & 밤&분식,restaurant
gemma3:12b,vlm,gangnam__76__crop_001,gangnam,유니에셋,office=estate_agent,유니에셋,office=estate_agent
gemma3:12b,vlm,gangnam__76__crop_002,gangnam,유니에셋,office=estate_agent,유니셋,office=estate_agent
gemma3:12b,vlm,gangnam__77__crop_001,gangnam,대치래미안,office=estate_agent,대치레미안,office=company
gemma3:12b,vlm,gangnam__77__crop_002,gangnam,영광,office=estate_agent,영광,unknown
gemma3:12b,vlm,gangnam__78__crop_001,gangnam,영광,office=estate_agent,영광,unknown
gemma3:12b,vlm,gangnam__78__crop_002,gangnam,리빙인테리어,shop=furniture,리빙인테리어,unknown
gemma3:12b,vlm,gangnam__79__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,vlm,gangnam__79__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,시계가 멈춘 날리방,unknown
gemma3:12b,vlm,gangnam__7__crop_001,gangnam,Pomato,amenity=restaurant,Pomato,amenity=bar
gemma3:12b,vlm,gangnam__7__crop_002,gangnam,딸부자네 불백,amenity=restaurant,할부장네골뱅,restaurant
gemma3:12b,vlm,gangnam__7__crop_003,gangnam,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience
gemma3:12b,vlm,gangnam__80__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,vlm,gangnam__81__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,vlm,gangnam__81__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,시즈기국민전자탁실,unknown
gemma3:12b,vlm,gangnam__82__crop_001,gangnam,김영희 동태찜 코다리냉면,amenity=restaurant,김영희 동태철&군다리내면,unknown
gemma3:12b,vlm,gangnam__83__crop_001,gangnam,김영희 동태찜 코다리냉면,amenity=restaurant,김영학 농태험 & 고건다린병,unknown
gemma3:12b,vlm,gangnam__84__crop_001,gangnam,상품권닷컴,office=company,상품권대국,unknown
gemma3:12b,vlm,gangnam__84__crop_002,gangnam,Pasta Dough,amenity=restaurant,Pasta Dough,amenity=restaurant
gemma3:12b,vlm,gangnam__85__crop_001,gangnam,상품권닷컴,office=company,상품권닷컴,unknown
gemma3:12b,vlm,gangnam__85__crop_002,gangnam,Pasta Dough,amenity=restaurant,Pasta Dough,amenity=restaurant
gemma3:12b,vlm,gangnam__85__crop_003,gangnam,카츠젠,amenity=restaurant,칵탄젠,amenity=karaoke_box
gemma3:12b,vlm,gangnam__86__crop_001,gangnam,부대찌개,amenity=restaurant,대화부대찌개,amenity=restaurant
gemma3:12b,vlm,gangnam__86__crop_002,gangnam,카츠젠,amenity=restaurant,새한스제,unknown
gemma3:12b,vlm,gangnam__86__crop_003,gangnam,상품권닷컴,office=company,상품권닷컴,unknown
gemma3:12b,vlm,gangnam__87__crop_001,gangnam,엠엑스,shop=beauty,엔엑스 피브카,amenity=cafe
gemma3:12b,vlm,gangnam__87__crop_002,gangnam,BROZ PUB,amenity=bar,BROZ PUB,amenity=bar
gemma3:12b,vlm,gangnam__88__crop_001,gangnam,창포,amenity=restaurant,창포,unknown
gemma3:12b,vlm,gangnam__89__crop_001,gangnam,Nice to CU,shop=convenience,Nice to CU,shop=convenience
gemma3:12b,vlm,gangnam__8__crop_002,gangnam,7 ELEVEN,shop=convenience,7ELEVEN,shop=convenience
gemma3:12b,vlm,gangnam__8__crop_003,gangnam,THE FOOT SHOP,shop=beauty,THE FOOT SHOP,shop=beauty
gemma3:12b,vlm,gangnam__90__crop_001,gangnam,Nice to CU,shop=convenience,Nice to CU,unknown
gemma3:12b,vlm,gangnam__90__crop_002,gangnam,필리아 약국,amenity=pharmacy,펄리아약국,amenity=pharmacy
gemma3:12b,vlm,gangnam__91__crop_001,gangnam,Nice to CU,shop=convenience,Nice to CU,unknown
gemma3:12b,vlm,gangnam__92__crop_001,gangnam,I Nail,shop=beauty,I ❤️ Nail,shop=beauty
gemma3:12b,vlm,gangnam__94__crop_001,gangnam,CAFFE PIE,amenity=cafe,CAFFÈ PIE,amenity=cafe
gemma3:12b,vlm,gangnam__95__crop_001,gangnam,헤어명가,shop=hairdresser,헤어 복가,shop=hairdresser
gemma3:12b,vlm,gangnam__96__crop_001,gangnam,스터디카페 24시,amenity=study_cafe,비에이블 스터디카페,amenity=study_cafe
gemma3:12b,vlm,gangnam__97__crop_001,gangnam,7,shop=convenience,,office=building
gemma3:12b,vlm,gangnam__98__crop_001,gangnam,KOREA POST,amenity=post_office,우편취급국,amenity=post_office
gemma3:12b,vlm,gangnam__99__crop_001,gangnam,워너비,amenity=school,위너브,office=company
gemma3:12b,vlm,gangnam__9__crop_001,gangnam,초 만 원,amenity=restaurant,초만옥,amenity=restaurant
gemma3:12b,vlm,suwon__100__crop_001,suwon,전주 콩나물국밥,amenity=restaurant,철구공나물국밥,amenity=restaurant
gemma3:12b,vlm,suwon__10__crop_001,suwon,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience
gemma3:12b,vlm,suwon__10__crop_002,suwon,Bur3wa,,Burzwa,restaurant
gemma3:12b,vlm,suwon__10__crop_003,suwon,ZOO COFFEE,amenity=cafe,ZOO COFFEE,amenity=cafe
gemma3:12b,vlm,suwon__11__crop_001,suwon,천사네일,shop=beauty,전사네일,shop=beauty
gemma3:12b,vlm,suwon__12__crop_001,suwon,JS 미용재료,shop=hairdresser,JS미용재료,shop=beauty
gemma3:12b,vlm,suwon__13__crop_001,suwon,Chou,shop=bakery,Chou Cake House,amenity=restaurant
gemma3:12b,vlm,suwon__13__crop_002,suwon,뼈나라 감자탕,amenity=restaurant,백단홍각창,unknown
gemma3:12b,vlm,suwon__14__crop_001,suwon,에이스 PC,amenity=internet_cafe,네이선 PC,amenity=internet_cafe
gemma3:12b,vlm,suwon__15__crop_001,suwon,커리어 헤어 디자인,shop=hairdresser,Hair Care,shop=hairdresser
gemma3:12b,vlm,suwon__16__crop_001,suwon,골드문주차장,amenity=parking,골드문주차장,amenity=parking
gemma3:12b,vlm,suwon__17__crop_001,suwon,포장마차,amenity=bar,파랑마차,unknown
gemma3:12b,vlm,suwon__18__crop_001,suwon,삼정세탁,shop=laundry,삼정세탁,shop=laundry
gemma3:12b,vlm,suwon__19__crop_001,suwon,이지비아,shop=clothes,영싘데쒩,shop=clothes
gemma3:12b,vlm,suwon__1__crop_001,suwon,baskin robbins,amenity=ice_cream,baskinBRrobbins,amenity=ice_cream
gemma3:12b,vlm,suwon__1__crop_002,suwon,SUNS BURGER,shop=florist,SUNS BURGER & 논포비스,amenity=fast_food
gemma3:12b,vlm,suwon__20__crop_001,suwon,권약국,amenity=pharmacy,렌약국,amenity=pharmacy
gemma3:12b,vlm,suwon__20__crop_002,suwon,권약국,amenity=pharmacy,렌얜국,unknown
gemma3:12b,vlm,suwon__21__crop_001,suwon,태평갈매기,amenity=restaurant,태평갈매기,restaurant
gemma3:12b,vlm,suwon__22__crop_001,suwon,천사강아지,shop=pet,전사강아지,amenity=cafe
gemma3:12b,vlm,suwon__23__crop_001,suwon,백학다방,amenity=cafe,백화대방,unknown
gemma3:12b,vlm,suwon__25__crop_001,suwon,로맨틱 커피숍,amenity=cafe,올맨틱 커피숲,amenity=cafe
gemma3:12b,vlm,suwon__25__crop_002,suwon,모범약국,amenity=pharmacy,모범약국,amenity=pharmacy
gemma3:12b,vlm,suwon__26__crop_001,suwon,조이모텔,tourism=hotel,조이모텔,tourism=hotel
gemma3:12b,vlm,suwon__27__crop_001,suwon,한일통닭,amenity=fast_food,한일통닭호프,amenity=restaurant
gemma3:12b,vlm,suwon__28__crop_001,suwon,설미순대국,amenity=restaurant,설미순대국,amenity=restaurant
gemma3:12b,vlm,suwon__29__crop_001,suwon,MALU HOTEL,tourism=hotel,MALU HOTEL,tourism=hotel
gemma3:12b,vlm,suwon__2__crop_002,suwon,T WORLD,shop=mobile_phone,WORLD,amenity=internet_cafe
gemma3:12b,vlm,suwon__2__crop_003,suwon,T WORLD,shop=mobile_phone,WORLD,unknown
gemma3:12b,vlm,suwon__2__crop_004,suwon,LaLa COIN,amenity=karaoke_box,Lala*coin,unknown
gemma3:12b,vlm,suwon__30__crop_001,suwon,MALU HOTEL,tourism=hotel,GMALU HOTEL,tourism=hotel
gemma3:12b,vlm,suwon__31__crop_001,suwon,두부해물마을,amenity=restaurant,최가네 두부해물마을,amenity=restaurant
gemma3:12b,vlm,suwon__32__crop_001,suwon,신바람돼지주물럭,amenity=restaurant,신바켬대지주불확,unknown
gemma3:12b,vlm,suwon__33__crop_001,suwon,하우주 스즈키 수원대리점,shop=car_repair,하우주 스즈키 수원대리점,shop=car_repair
gemma3:12b,vlm,suwon__34__crop_001,suwon,쪽갈비전문점 예감,amenity=restaurant,조갈비전문점,restaurant
gemma3:12b,vlm,suwon__35__crop_001,suwon,용인 전통 순대국,amenity=restaurant,용인전통손대국,restaurant
gemma3:12b,vlm,suwon__36__crop_001,suwon,대구반야월막창,amenity=restaurant,대구 반야월 탁창,restaurant
gemma3:12b,vlm,suwon__36__crop_002,suwon,지하철,amenity=bar,지하철,amenity=restaurant
gemma3:12b,vlm,suwon__36__crop_003,suwon,색다른HAIR,shop=hairdresser,새다운 HAIR,shop=hairdresser
gemma3:12b,vlm,suwon__37__crop_001,suwon,미가락,amenity=restaurant,味家樂菜,amenity=restaurant
gemma3:12b,vlm,suwon__37__crop_002,suwon,육회한 남자,amenity=restaurant,옥화한 남자,amenity=restaurant
gemma3:12b,vlm,suwon__39__crop_001,suwon,7형제 감자탕,amenity=restaurant,ウヨン식당,restaurant
gemma3:12b,vlm,suwon__3__crop_001,suwon,돼랑,amenity=restaurant,탁다가댕,amenity=restaurant
gemma3:12b,vlm,suwon__40__crop_001,suwon,BOBOS,amenity=bar,Bar Bobos,amenity=bar
gemma3:12b,vlm,suwon__40__crop_002,suwon,참한고기,amenity=restaurant,창한고기,amenity=restaurant
gemma3:12b,vlm,suwon__41__crop_001,suwon,한라돈,amenity=restaurant,한라톤,amenity=karaoke_box
gemma3:12b,vlm,suwon__42__crop_001,suwon,BAR \BOBOS,amenity=bar,Bar Bobos,amenity=bar
gemma3:12b,vlm,suwon__42__crop_002,suwon,두리아족보쌈,amenity=restaurant,드리아 꿀복돼지,restaurant
gemma3:12b,vlm,suwon__42__crop_003,suwon,아리랑,amenity=restaurant,아리랑 빈때,unknown
gemma3:12b,vlm,suwon__43__crop_001,suwon,통큰해물,amenity=restaurant,동근해물,amenity=restaurant
gemma3:12b,vlm,suwon__43__crop_002,suwon,미소갈비,amenity=restaurant,미소갈비,restaurant
gemma3:12b,vlm,suwon__44__crop_001,suwon,세렌디피티,amenity=cafe,세렌디피티,amenity=cafe
gemma3:12b,vlm,suwon__45__crop_001,suwon,여왕통골뱅이,amenity=restaurant,여화동콜뱅이,unknown
gemma3:12b,vlm,suwon__45__crop_002,suwon,부부식당,amenity=restaurant,부복사랑,unknown
gemma3:12b,vlm,suwon__46__crop_001,suwon,김밥친구,amenity=restaurant,김방친구,unknown
gemma3:12b,vlm,suwon__46__crop_002,suwon,Day Hair,shop=hairdresser,Day Hair,shop=hairdresser
gemma3:12b,vlm,suwon__47__crop_001,suwon,불날개닭발,amenity=restaurant,불낙개닭뽁,restaurant
gemma3:12b,vlm,suwon__47__crop_002,suwon,굿모닝,office=estate_agent,국문공인중개사 사무소,office=estate_agent
gemma3:12b,vlm,suwon__48__crop_001,suwon,황소고집,amenity=restaurant,한우공장,amenity=restaurant
gemma3:12b,vlm,suwon__48__crop_002,suwon,불날개닭발,amenity=restaurant,복낙게떡방,restaurant
gemma3:12b,vlm,suwon__49__crop_001,suwon,세진상사,shop=hardware,세진상사,office=company
gemma3:12b,vlm,suwon__4__crop_002,suwon,밥 해주는 남자,amenity=restaurant,밥해주능,amenity=restaurant
gemma3:12b,vlm,suwon__50__crop_001,suwon,조순헤어샵,shop=hairdresser,조순헤어샵,shop=hairdresser
gemma3:12b,vlm,suwon__50__crop_002,suwon,지지베네일,shop=beauty,G.G.Be,amenity=cafe
gemma3:12b,vlm,suwon__51__crop_001,suwon,비젼,office=estate_agent,비전공인중개사,office=estate_agent
gemma3:12b,vlm,suwon__52__crop_001,suwon,모나리자,shop=hairdresser,모나리자 미용실,amenity=hairdresser
gemma3:12b,vlm,suwon__53__crop_001,suwon,SooChon,amenity=restaurant,SooChon CHICKEN,amenity=restaurant
gemma3:12b,vlm,suwon__54__crop_001,suwon,북촌손만두,amenity=restaurant,복성손만두,amenity=restaurant
gemma3:12b,vlm,suwon__55__crop_001,suwon,엽기떡볶이,amenity=fast_food,복다방,amenity=cafe
gemma3:12b,vlm,suwon__57__crop_001,suwon,약,amenity=pharmacy,약,amenity=pharmacy
gemma3:12b,vlm,suwon__58__crop_001,suwon,BYC,shop=clothes,BYC,unknown
gemma3:12b,vlm,suwon__58__crop_002,suwon,한솥,amenity=restaurant,파판한 도서락,amenity=book_cafe
gemma3:12b,vlm,suwon__59__crop_001,suwon,전주콩나루,amenity=restaurant,전수권택시통합,unknown
gemma3:12b,vlm,suwon__59__crop_002,suwon,황금의 집,shop=jewelry,환극의 제법,unknown
gemma3:12b,vlm,suwon__59__crop_003,suwon,남성컷,shop=hairdresser,낙성개발,unknown
gemma3:12b,vlm,suwon__5__crop_001,suwon,진미치킨,amenity=fast_food,젠마차린,cafe
gemma3:12b,vlm,suwon__5__crop_002,suwon,역전 진미 치킨,amenity=fast_food,역경 진미 치킨,amenity=restaurant
gemma3:12b,vlm,suwon__60__crop_001,suwon,한빛약국,amenity=pharmacy,한빛약국,amenity=pharmacy
gemma3:12b,vlm,suwon__60__crop_002,suwon,약,amenity=pharmacy,,unknown
gemma3:12b,vlm,suwon__61__crop_001,suwon,전주콩나루,amenity=restaurant,저수골나물국밥,restaurant
gemma3:12b,vlm,suwon__61__crop_002,suwon,전주콩나루 콩나물국밥,amenity=restaurant,레코드 북 콩 쿨,unknown
gemma3:12b,vlm,suwon__62__crop_001,suwon,권약국,amenity=pharmacy,권약국,amenity=pharmacy
gemma3:12b,vlm,suwon__62__crop_002,suwon,권약국,amenity=pharmacy,엔약국,amenity=pharmacy
gemma3:12b,vlm,suwon__63__crop_001,suwon,산 이 내 린 밥 상 곤드레밥집,amenity=restaurant,잔.이.네.린.밥.상,amenity=restaurant
gemma3:12b,vlm,suwon__64__crop_001,suwon,곤드레밥집,amenity=restaurant,끄레배밥실,unknown
gemma3:12b,vlm,suwon__65__crop_001,suwon,대우 마이홈,office=estate_agent,대우마이홈 공인중개사,office=estate_agent
gemma3:12b,vlm,suwon__65__crop_002,suwon,콩미가 손두부,amenity=restaurant,공미카 스오브,unknown
gemma3:12b,vlm,suwon__65__crop_003,suwon,VALE,,VALE,unknown
gemma3:12b,vlm,suwon__66__crop_001,suwon,대우 마이홈,office=estate_agent,대우 마이홈,unknown
gemma3:12b,vlm,suwon__66__crop_002,suwon,VALENTI,shop=clothes,VALENTI,unknown
gemma3:12b,vlm,suwon__67__crop_001,suwon,어부돈가,amenity=restaurant,에부돈가,amenity=restaurant
gemma3:12b,vlm,suwon__68__crop_001,suwon,VALENTI,shop=clothes,VALENTI,unknown
gemma3:12b,vlm,suwon__69__crop_001,suwon,신성 자동차 정비,shop=car_repair,신성자동차정비,shop=car_repair
gemma3:12b,vlm,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,신성공업사,unknown
gemma3:12b,vlm,suwon__70__crop_002,suwon,신성,shop=car_repair,신성,unknown
gemma3:12b,vlm,suwon__71__crop_001,suwon,참숯구이,amenity=restaurant,참숯구이,restaurant
gemma3:12b,vlm,suwon__72__crop_001,suwon,골목집,amenity=restaurant,ool muk jil,office=company
gemma3:12b,vlm,suwon__73__crop_001,suwon,해장국 수육,amenity=restaurant,해장국·수육,restaurant
gemma3:12b,vlm,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,유치회관,unknown
gemma3:12b,vlm,suwon__74__crop_001,suwon,4900냥 순대국,amenity=restaurant,4900병 손래국,unknown
gemma3:12b,vlm,suwon__75__crop_001,suwon,교육그룹 정진,amenity=school,교육그룹 정진,school
gemma3:12b,vlm,suwon__76__crop_001,suwon,24시 정통마사지,shop=beauty,24시 정통마사지,amenity=massage
gemma3:12b,vlm,suwon__76__crop_002,suwon,럭셔리 노래팡팡,amenity=karaoke_box,럭서리 레볼루션,unknown
gemma3:12b,vlm,suwon__77__crop_001,suwon,스타일 MOTEL,tourism=hotel,스타이 motel,tourism=hotel
gemma3:12b,vlm,suwon__77__crop_002,suwon,스타일,tourism=hotel,세 아이,cafe
gemma3:12b,vlm,suwon__78__crop_001,suwon,모텔 스타일주차장,tourism=hotel,모틸스타이주차장,amenity=parking
gemma3:12b,vlm,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,신육식당,amenity=restaurant
gemma3:12b,vlm,suwon__7__crop_001,suwon,sharalla Brush,shop=clothes,sharalla Brush,unknown
gemma3:12b,vlm,suwon__81__crop_001,suwon,시골집,amenity=restaurant,서실빵집,shop=bakery
gemma3:12b,vlm,suwon__82__crop_001,suwon,시골집,amenity=restaurant,시온통신,office=company
gemma3:12b,vlm,suwon__83__crop_001,suwon,시온성,amenity=restaurant,시운성,amenity=restaurant
gemma3:12b,vlm,suwon__83__crop_002,suwon,짱 PC방,amenity=internet_cafe,OO PC방,amenity=internet_cafe
gemma3:12b,vlm,suwon__84__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입 엔틱 가구,shop=furniture
gemma3:12b,vlm,suwon__85__crop_001,suwon,대게 킹크랩 랍스터,amenity=restaurant,대게나라,restaurant
gemma3:12b,vlm,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,순일엔터기술,unknown
gemma3:12b,vlm,suwon__86__crop_002,suwon,VERONA,shop=furniture,VERONA,office=company
gemma3:12b,vlm,suwon__87__crop_001,suwon,HOTEL ILMARE,tourism=hotel,HOTEL ILMARE,tourism=hotel
gemma3:12b,vlm,suwon__89__crop_001,suwon,유료주차장,amenity=parking,유료주차장,amenity=parking
gemma3:12b,vlm,suwon__8__crop_001,suwon,경훈약국,amenity=pharmacy,경안약국,amenity=pharmacy
gemma3:12b,vlm,suwon__90__crop_001,suwon,Garma Hair,shop=hairdresser,Garma Hair,shop=hairdresser
gemma3:12b,vlm,suwon__91__crop_001,suwon,부안 바지락촌,amenity=restaurant,북안바지락촌,restaurant
gemma3:12b,vlm,suwon__92__crop_001,suwon,신촌옥 설렁탕 해장국,amenity=restaurant,신촌옥설렁탕해장국,restaurant
gemma3:12b,vlm,suwon__93__crop_002,suwon,PREMIUM MULTI SHOP,shop=clothes,PREMIUM MULTI SHOP,shop=convenience
gemma3:12b,vlm,suwon__94__crop_001,suwon,라미 웨딩쥬얼리,shop=beauty,래미 웨딩플랜리,unknown
gemma3:12b,vlm,suwon__96__crop_001,suwon,르노삼성자동차 인계점,shop=car_repair,프노삼성자산투자 인계원 225-8101,office=company
gemma3:12b,vlm,suwon__97__crop_001,suwon,어구미,amenity=restaurant,예술,unknown
gemma3:12b,vlm,suwon__98__crop_001,suwon,어구미,amenity=restaurant,예테,amenity=cafe
gemma3:12b,vlm,suwon__99__crop_001,suwon,RESTAURANT,amenity=restaurant,RESTAURANT,amenity=restaurant
gemma3:12b,vlm,suwon__9__crop_001,suwon,ISaac,amenity=fast_food,Isaac,amenity=cafe
gemma3:12b,text,brooklyn__100__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND,shop=clothes
gemma3:12b,text,brooklyn__100__crop_002,brooklyn,HIGH UNIVERSE,,HIGH,unknown
gemma3:12b,text,brooklyn__10__crop_002,brooklyn,ISLAND RIBHOUSE,amenity=restaurant,ISLAND &RIBHOUSE,amenity=restaurant
gemma3:12b,text,brooklyn__11__crop_001,brooklyn,LIT TAX SOLUTIONS,,TAX ELITE SOLUTIONS INC.,office=company
gemma3:12b,text,brooklyn__12__crop_001,brooklyn,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant
gemma3:12b,text,brooklyn__13__crop_001,brooklyn,FOOD WINE GROCER,shop=supermarket,FOOD WINE GROCER,shop=supermarket
gemma3:12b,text,brooklyn__13__crop_002,brooklyn,9ROUND,leisure=fitness_centre,OROUND,leisure=fitness_centre
gemma3:12b,text,brooklyn__14__crop_002,brooklyn,Hello One Nail Spa,shop=beauty,LI,office
gemma3:12b,text,brooklyn__15__crop_001,brooklyn,30 MIN KICKBOX FITNESS,leisure=fitness_centre,9ROUND,leisure=fitness_centre
gemma3:12b,text,brooklyn__15__crop_002,brooklyn,FOOD WINE GROCER,shop=supermarket,WeLoue,unknown
gemma3:12b,text,brooklyn__16__crop_001,brooklyn,FLY WING E BIKE,shop=car_repair,FLY WING E-BIKE,shop=motorcycle
gemma3:12b,text,brooklyn__16__crop_002,brooklyn,CAMBRIDGE LEACH INC,office=company,PersonAl& OATDDTDOT OTTAOILINICLG6O1,unknown
gemma3:12b,text,brooklyn__17__crop_001,brooklyn,Hello One Nail Spa,shop=beauty,Hello One Nail Spa,shop=beauty
gemma3:12b,text,brooklyn__17__crop_003,brooklyn,total wireless,shop=mobile_phone,total,unknown
gemma3:12b,text,brooklyn__18__crop_001,brooklyn,Dry Cleaning Service,shop=laundry,Champion Landay,unknown
gemma3:12b,text,brooklyn__18__crop_002,brooklyn,ABC BARBER SHOP,shop=hairdresser,BARBER SHOP,shop=hairdresser
gemma3:12b,text,brooklyn__18__crop_003,brooklyn,FLY WING E BIKE,shop=car_repair,FLY WING E-BIKE,shop=motorcycle
gemma3:12b,text,brooklyn__19__crop_001,brooklyn,total wireless,shop=mobile_phone,total,unknown
gemma3:12b,text,brooklyn__1__crop_001,brooklyn,OFF THE GRILL,amenity=restaurant,MEDITERRANEAN CUISINE,amenity=restaurant
gemma3:12b,text,brooklyn__20__crop_001,brooklyn,island pops,amenity=cafe,istand pops,amenity=cafe
gemma3:12b,text,brooklyn__20__crop_002,brooklyn,EMS ACCOUNTING SERVICE,office=company,EMS ACCOUNTING SErVICe,office=company
gemma3:12b,text,brooklyn__21__crop_001,brooklyn,Nostrands Nugs,shop=supermarket,Nostrands,shop=bakery
gemma3:12b,text,brooklyn__21__crop_002,brooklyn,4 BROTHERS FOOD CORP,amenity=restaurant,4 BROTHERS FOOD CORP,amenity=restaurant
gemma3:12b,text,brooklyn__23__crop_001,brooklyn,URBAN MARKET BY,shop=supermarket,URBAN MARKET BY eFo),shop=supermarket
gemma3:12b,text,brooklyn__24__crop_001,brooklyn,RYERSON,amenity=restaurant,RYERSON,unknown
gemma3:12b,text,brooklyn__25__crop_001,brooklyn,URBAN MARKET BY,shop=supermarket,URBAN MARKET,shop=supermarket
gemma3:12b,text,brooklyn__26__crop_001,brooklyn,RYERSON,amenity=restaurant,RYERSON,unknown
gemma3:12b,text,brooklyn__27__crop_002,brooklyn,SHORTY CANDY,shop=supermarket,SHORTYGANDY,unknown
gemma3:12b,text,brooklyn__28__crop_001,brooklyn,GALAXY BEAUTY SHOP,shop=beauty,BEAUTY SHOP,shop=beauty
gemma3:12b,text,brooklyn__29__crop_001,brooklyn,CROWN DISCOUNT STORE 99,shop=supermarket,CROWN DISCOUNT STORE,shop=convenience
gemma3:12b,text,brooklyn__2__crop_001,brooklyn,DUTCH CLEANERS,shop=laundry,DUTCH CLEANERS,shop=laundry
gemma3:12b,text,brooklyn__2__crop_002,brooklyn,VAPE N CLOUD,shop=smoke_shop,CLOUD VAPE,shop=smoke_shop
gemma3:12b,text,brooklyn__2__crop_003,brooklyn,SPRINT REALTY INC,office=estate_agent,SPRINT REALTY INC.,office=estate_agent
gemma3:12b,text,brooklyn__30__crop_002,brooklyn,SHORT CANDY,shop=supermarket,ocer,unknown
gemma3:12b,text,brooklyn__30__crop_003,brooklyn,812 CORP,shop=supermarket,812 CORP.,office=company
gemma3:12b,text,brooklyn__31__crop_001,brooklyn,DELI GRILL,shop=convenience,DELI&GRILL,amenity=restaurant
gemma3:12b,text,brooklyn__32__crop_001,brooklyn,SALS RESTAURANT,amenity=restaurant,SAL'S RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__32__crop_002,brooklyn,EASTERN FRANKLIN WINES LIQUORS,amenity=bar,EASTERN & FRANKLIN,shop
gemma3:12b,text,brooklyn__32__crop_003,brooklyn,DUNKIN,shop=bakery,DUNKIN,amenity=fast_food
gemma3:12b,text,brooklyn__33__crop_001,brooklyn,Capital One Bank,amenity=bank,CapitalOme Bank,amenity=bank
gemma3:12b,text,brooklyn__34__crop_001,brooklyn,Royal Yard Food,amenity=restaurant,Royal Yard Food,amenity=restaurant
gemma3:12b,text,brooklyn__34__crop_002,brooklyn,800 Candy Juice Bar,amenity=bar,800 Candy & duice Bar,amenity=bar
gemma3:12b,text,brooklyn__35__crop_001,brooklyn,STARBUCKS COFFEE,amenity=cafe,STARBUCKS COFFEE,amenity=cafe
gemma3:12b,text,brooklyn__36__crop_001,brooklyn,EL BARRIO BURRITOS,amenity=restaurant,EL BARRIO BURRITOS,amenity=restaurant
gemma3:12b,text,brooklyn__36__crop_002,brooklyn,Nail Salon,shop=hairdresser,Nail salon,shop=beauty
gemma3:12b,text,brooklyn__37__crop_001,brooklyn,E MARTIN SALES RENTALS,office=estate_agent,COMMERCIAL E. MARTIN,office=company
gemma3:12b,text,brooklyn__37__crop_002,brooklyn,GRILL DELI,shop=convenience,GRILL & DELI,amenity=restaurant
